HostCorrectedName	ParasiteCorrectedName	LocationName	Citation
Spermophilus relictus	Eimeria beecheyi	USSR	Shults et al., 1990
Spermophilus relictus	Eimeria beckeri	EUROPE and ASIA	Wilber et al., 1998
Spermophilus relictus	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus relictus	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus relictus	Eimeria callospermophili	ASIA, EUROPE, USA	Wilber et al., 1998
Spermophilus relictus	Eimeria volgenis	KASACHSTAN	Wilber et al., 1998
Spermophilus elegans	Yersinia pestis	UNITED STATES	Anderson & Williams, 1997
Spermophilus elegans	Yersinia pestis	Niobrara, Wyoming	Ubico et al., 1988
Spermophilus elegans	Coltivirus sp.	Rocky Mountain National Park, Colorado	McLean et al., 1989
Spermophilus elegans	Dermacentor andersoni	Moraine Park in Rocky Mountain National Park, Colorado	McLean et al., 1989
Spermophilus elegans	Dermacentor andersoni	Beaver Meadow transect, Rocky Mountain National Park, Colorado	McLean et al., 1989
Spermophilus elegans	Coltivirus sp.	Moraine Park in Rocky Mountain National Park, Colorado	McLean et al., 1989
Spermophilus elegans	Coltivirus sp.	Beaver Meadow transect, Rocky Mountain National Park, Colorado	McLean et al., 1989
Spermophilus elegans	Eimeria callospermophili	Alberta	Shults et al., 1990
Spermophilus elegans	Eimeria callospermophili	Montana	Shults et al., 1990
Spermophilus elegans	Eimeria callospermophili	Southeastern Wyoming	Shults et al., 1990
Spermophilus elegans	Eimeria spermophili	Alberta	Shults et al., 1990
Spermophilus elegans	Eimeria lateralis	Alberta	Seville & Patrick, 2001
Spermophilus elegans	Eimeria lateralis	Alberta	Seville & Patrick, 2001
Spermophilus elegans	Strongyloides robustus	Saskatchewan	Bartlett, 1995
Spermophilus elegans	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus elegans	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus elegans	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Spermophilus elegans	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Spermophilus elegans	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Spermophilus elegans	Eimeria spermophili	Alberta	Wilber et al., 1998
Spermophilus elegans	Yersinia pestis	Niobrara, Wyoming	Ubico et al., 1988
Spermophilus elegans	Spirura infundibuliformis	Near Gem Alberta	Anderson et al 1993
Spermophilus elegans	Dermacentor andersoni	Outside of Beechy, Saskatchewan	Anstead et al., 2014
Spermophilus elegans	Ixodes sculptus	Outside of Beechy, Saskatchewan	Anstead et al., 2014
Spermophilus elegans	Ixodes kingi	Outside of Beechy, Saskatchewan	Anstead et al., 2014
Spermophilus elegans	Dermacentor variabilis	Outside of Beechy, Saskatchewan	Anstead et al., 2014
Spermophilus elegans	Oropsylla labis	Wyoming	Barnes, 1993
Spermophilus elegans	Oropsylla labis	Idaho	Barnes, 1993
Spermophilus elegans	Oropsylla labis	Colorado	Barnes, 1993
Spermophilus elegans	Oropsylla labis	Montana	Barnes, 1993
Spermophilus elegans	Oropsylla idahoensis	Wyoming	Barnes, 1993
Spermophilus elegans	Oropsylla idahoensis	Idaho	Barnes, 1993
Spermophilus elegans	Oropsylla idahoensis	Colorado	Barnes, 1993
Spermophilus elegans	Oropsylla idahoensis	Montana	Barnes, 1993
Spermophilus elegans	Oropsylla tuberculata	Wyoming	Barnes, 1993
Spermophilus elegans	Oropsylla tuberculata	Idaho	Barnes, 1993
Spermophilus elegans	Oropsylla tuberculata	Colorado	Barnes, 1993
Spermophilus elegans	Oropsylla tuberculata	Montana	Barnes, 1993
Spermophilus elegans	Colorado tick fever	Rocky Mountain National Park, Colorado	Bowen et al 1981
Spermophilus elegans	Colorado tick fever	Rocky Mountain National Park, Colorado	Carey et al 1980
Spermophilus elegans	Dermacentor andersoni	Rocky Mountain National Park, Colorado	Carey et al 1980
Spermophilus elegans	Ixodes sculptus	Rocky Mountain National Park, Colorado	Carey et al 1980
Spermophilus sp.	Hymenolepis citelli	Manitoba	Seville & Williams, 1989
Spermophilus sp.	Eimeria cynomysis	Not reported	Shults et al., 1990
Spermophilus sp.	Eimeria lateralis	Not reported	Shults et al., 1990
Spermophilus sp.	Neopsylla inopina	NORTH AMERICA	Jameson, Jr. 1999
Spermophilus spilosoma	Eimeria lateralis	Colorado	Shults et al., 1990
Spermophilus spilosoma	Eimeria callospermophili	MEXICO	Shults et al., 1990
Spermophilus spilosoma	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus spilosoma	Eimeria hoffmeisteri	11 km. N of Rincon de Romos, Aguascalientes	Wilber et al., 1998
Spermophilus spilosoma	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Spermophilus suslicus	Citellophilus simplex	EUROPE	Brelih & Trilar, 2000
Spermophilus tereticaudus	Subulura nevadense	Clark, Lincoln and Nye Counties, Nevada	Babero 1973
Spermophilus tereticaudus	Citellina triradiata	Clark, Lincoln and Nye Counties, Nevada	Babero 1973
Spermophilus tereticaudus	Syphacia citelli	Clark, Lincoln and Nye Counties, Nevada	Babero 1973
Spermophilus townsendii	Androlaelaps fahrenholzi	Oregon, Malheur County	Whitaker, Jr. & Maser, 1985
Spermophilus townsendii	Macrocheles sp.	Oregon, Malheur County	Whitaker, Jr. & Maser, 1985
Spermophilus townsendii	Dermacarus spermophilus	Oregon, Malheur County	Whitaker, Jr. & Maser, 1985
Spermophilus townsendii	Euryparasitus sp.	Oregon, Malheur County	Whitaker, Jr. & Maser, 1985
Spermophilus townsendii	Dermacarus spermophilus	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus townsendii	Androlaelaps fahrenholzi	Oregon	Whitaker, Jr. & Maser, 1985
Spermophilus townsendii	Eimeria vilasi	Idaho	Seville, 1997
Spermophilus townsendii	Eimeria pseudospermophili	Idaho	Seville, 1997
Spermophilus townsendii	Eimeria lateralis	Idaho	Seville & Patrick, 2001
Spermophilus townsendii	Eimeria vilasi	Idaho	Seville & Patrick, 2001
Spermophilus townsendii	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus townsendii	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Spermophilus townsendii	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Spermophilus townsendii	Eimeria pseudospermophili	Snake River Birds of Prey Area, Ada County, Idaho	Wilber et al., 1998
Spermophilus townsendii	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Spermophilus townsendii	Eimeria vilasi	Not reported	Wilber et al., 1998
Spermophilus townsendii	Thrassis francisi	Southern Idaho	Barnes, 1993
Spermophilus townsendii	Thrassis francisi	Oregon	Barnes, 1993
Spermophilus townsendii	Thrassis francisi	Nevada	Barnes, 1993
Spermophilus townsendii	Thrassis francisi	Utah	Barnes, 1993
Spermophilus townsendii	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus townsendii	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Spermophilus tridecemlineatus	Eimeria lateralis	Wyoming	Seville & Williams, 1989
Spermophilus tridecemlineatus	Hymenolepis citelli	Oklahoma	Seville & Williams, 1989
Spermophilus tridecemlineatus	Lyssavirus sp.	UNITED STATES	Childs et al., 1997
Spermophilus tridecemlineatus	Yersinia pestis	Hutton Lake Wildlife Refuge, Laramie, Wyoming	Ubico et al., 1988
Spermophilus tridecemlineatus	Oropsylla bruneri 	Wisconsin	Amin & Wagner, 1983
Spermophilus tridecemlineatus	Eimeria lateralis	Southeastern Wyoming	Shults et al., 1990
Spermophilus tridecemlineatus	Eimeria callospermophili	Southeastern Wyoming	Shults et al., 1990
Spermophilus tridecemlineatus	Eimeria beecheyi	Laramie, Wyoming1	Seville et al., 1992
Spermophilus tridecemlineatus	Eimeria cynomysis	Laramie, Wyoming1	Seville et al., 1992
Spermophilus tridecemlineatus	Eimeria callospermophili	Laramie, Wyoming1	Seville et al., 1992
Spermophilus tridecemlineatus	Eimeria lateralis	Laramie, Wyoming1	Seville et al., 1992
Spermophilus tridecemlineatus	Eimeria spermophili	Laramie, Wyoming1	Seville et al., 1992
Spermophilus tridecemlineatus	Eimeria beecheyi	Gillette, Wyoming	Seville et al., 1992
Spermophilus tridecemlineatus	Eimeria cynomysis	Gillette, Wyoming	Seville et al., 1992
Spermophilus tridecemlineatus	Eimeria callospermophili	Gillette, Wyoming	Seville et al., 1992
Spermophilus tridecemlineatus	Eimeria lateralis	Gillette, Wyoming	Seville et al., 1992
Spermophilus tridecemlineatus	Eimeria spermophili	Gillette, Wyoming	Seville et al., 1992
Spermophilus tridecemlineatus	Eimeria lateralis	Wyoming	Seville & Patrick, 2001
Spermophilus tridecemlineatus	Strongyloides robustus	Saskatchewan	Bartlett, 1995
Spermophilus tridecemlineatus	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus tridecemlineatus	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus tridecemlineatus	Eimeria callospermophili	NORTH AMERICA	Wilber et al., 1998
Spermophilus tridecemlineatus	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Spermophilus tridecemlineatus	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Spermophilus tridecemlineatus	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Spermophilus tridecemlineatus	Cediopsylla simplex	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Ctenocephalides canis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Ctenocephalides felis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Pulex irritans	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Chaetopsylla lotoris	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Conorhinopsylla stanfordi	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Corrodopsylla curvata	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Ctenophthalmus pseudagyrtes	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Epitedia wenmanni	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Tamiophila grandis	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Megabothris acerbus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Megabothris asio	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Megabothris sp.	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Oropsylla bruneri 	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Orchopeas howardii	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Orchopeas leucopus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Oropsylla arctomys	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976b
Spermophilus tridecemlineatus	Thrassis bacchi	Wisconsin	Amin, 1976b
Spermophilus tridecemlineatus	Yersinia pestis	Niobrara, Wyoming	Ubico et al., 1988
Spermophilus tridecemlineatus	Ixodes sculptus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	Amin, 1976a
Spermophilus tridecemlineatus	Moniliformis clarki	Near Lincoln, Nebraska	Buckner & Nickol 1975
Spermophilus tridecemlineatus	Hymenolepis citelli	Near Lincoln, Nebraska	Buckner & Nickol 1975
Spermophilus tridecemlineatus	Rictularia coloradensis	Near Lincoln, Nebraska	Buckner & Nickol 1975
Spermophilus tridecemlineatus	Dermacentor andersoni	Birds Hill Provincial Park	Burachynsky&Galloway 1985
Spermophilus tridecemlineatus	Dermacentor andersoni	Birds Hill Provincial Park	Burachynsky&Galloway 1985
Spermophilus tridecemlineatus	Dermacentor andersoni	Birds Hill Provincial Park	Burachynsky&Galloway 1985
Spermophilus tridecemlineatus	Hymenolepis citelli	Cimarron County, Oklahoma	Buscher & Tyler 1975
Spermophilus tridecemlineatus	Hymenolepis citelli	Harper County, Oklahoma	Buscher & Tyler 1975
Spermophilus tridecemlineatus	Yersinia pestis	Around town of Eagle Nest	Cully et al 1997
Spermophilus tridecemlineatus	Thrassis bacchi	Around town of Eagle Nest	Cully et al 1997
Spermophilus tridecemlineatus	Yersinia pestis	Moreno Valley of north-central New Mexico	Cully et al 1997
Spermophilus tridecemlineatus	Oropsylla hirsuta	Moreno Valley of north-central New Mexico	Cully et al 1997
Spermophilus tridecemlineatus	Oropsylla labis	Moreno Valley of north-central New Mexico	Cully et al 1997
Spermophilus tridecemlineatus	Oropsylla tuberculata	Moreno Valley of north-central New Mexico	Cully et al 1997
Spermophilus tridecemlineatus	Thrassis bacchi	Moreno Valley of north-central New Mexico	Cully et al 1997
Spermophilus tridecemlineatus	Rhadinopsylla sectilis	Moreno Valley of north-central New Mexico	Cully et al 1997
Spermophilus tridecemlineatus	Aetheca wagneri	Moreno Valley of north-central New Mexico	Cully et al 1997
Spermophilus tridecemlineatus	Malaraeus telchinus	Moreno Valley of north-central New Mexico	Cully et al 1997
Spermophilus tridecemlineatus	Catallagia decipiens	Moreno Valley of north-central New Mexico	Cully et al 1997
Spermophilus undulatus	Eimeria beckeri	EUROPE and ASIA	Wilber et al., 1998
Spermophilus undulatus	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus undulatus	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus undulatus	Eimeria callospermophili	ASIA, EUROPE, USA	Wilber et al., 1998
Spermophilus undulatus	Eimeria volgenis	KASACHSTAN	Wilber et al., 1998
Spermophilus undulatus	Eimeria yukonensis	Khuna Lake area, mile 1054 of the Alaskan Highway, Yukon Territory	Wilber et al., 1998
Spermophilus variegatus	Eimeria lateralis	Utah	Seville & Williams, 1989
Spermophilus variegatus	Eimeria lateralis	Southeastern Utah	Shults et al., 1990
Spermophilus variegatus	Eimeria cynomysis	Southeastern Utah	Shults et al., 1990
Spermophilus variegatus	Eimeria callospermophili	Southeastern Utah	Shults et al., 1990
Spermophilus variegatus	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus variegatus	Eimeria callospermophili	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Spermophilus variegatus	Eimeria cynomysis	NORTH AMERICA and EUROPE	Wilber et al., 1998
Spermophilus variegatus	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Spermophilus variegatus	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Spermophilus variegatus	Oropsylla montana	Arizona	Barnes, 1993
Spermophilus variegatus	Oropsylla montana	New Mexico	Barnes, 1993
Spermophilus variegatus	Oropsylla montana	Southern Colorado	Barnes, 1993
Spermophilus variegatus	Oropsylla montana	Southern Utah	Barnes, 1993
Spermophilus variegatus	Hoplopsyllus anomalus	Southern Utah	Barnes, 1993
Spermophilus variegatus	Hoplopsyllus anomalus	Arizona	Barnes, 1993
Spermophilus variegatus	Hoplopsyllus anomalus	New Mexico	Barnes, 1993
Spermophilus variegatus	Hoplopsyllus anomalus	Southern Colorado	Barnes, 1993
Spermophilus washingtoni	Androlaelaps fahrenholzi	Oregon, Morrow County	Whitaker, Jr. & Maser, 1985
Spermophilus washingtoni	Macrocheles sp.	Oregon, Morrow County	Whitaker, Jr. & Maser, 1985
Spermophilus washingtoni	Androlaelaps fahrenholzi	Oregon	Whitaker, Jr. & Maser, 1985
Tamias amoenus	Dermacentor andersoni	Bitterroot Valley near Hamilton, Montana	Norment & Burgdorfer, 1985
Tamias canipes	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Tamias canipes	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Tamias cinereicollis	Eimeria ovata	NORTH AMERICA	Wilber et al., 1998
Tamias dorsalis	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Tamias dorsalis	Eimeria eutamiae	Hull Tank, southern rim of the Grand Canyon, Arizona 	Wilber et al., 1998
Tamias dorsalis	Eimeria tamiasciuri	NORTH AMERICA	Wilber et al., 1998
Tamias dorsalis	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Tamias dorsalis	Eimeria beecheyi	Not reported	Wilber et al., 1998
Tamias dorsalis	Eimeria vilasi	Not reported	Wilber et al., 1998
Tamias merriami	Eimeria vilasi	California	Seville & Patrick, 2001
Tamias merriami	Eimeria tamiasciuri	NORTH AMERICA	Wilber et al., 1998
Tamias merriami	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Tamias minimus	Coltivirus sp.	Rocky Mountain National Park, Colorado	McLean et al., 1989
Tamias minimus	Dermacentor andersoni	Moraine Park in Rocky Mountain National Park, Colorado	McLean et al., 1989
Tamias minimus	Dermacentor andersoni	Beaver Meadow transect, Rocky Mountain National Park, Colorado	McLean et al., 1989
Tamias minimus	Coltivirus sp.	Moraine Park in Rocky Mountain National Park, Colorado	McLean et al., 1989
Tamias minimus	Coltivirus sp.	Beaver Meadow transect, Rocky Mountain National Park, Colorado	McLean et al., 1989
Tamias minimus	Borrelia bissettii	Pingree Park, Colorado	DeNatale et al., 2002
Tamias minimus	Anaplasma phagocytophilum	Pingree Park, Colorado	DeNatale et al., 2002
Tamias minimus	Ixodes spinipalpis	Pingree Park, Colorado	DeNatale et al., 2002
Tamias minimus	Dermacentor andersoni	Pingree Park, Colorado	DeNatale et al., 2002
Tamias minimus	Bartonella sp.	Galena Creek Park, Washoe County, Nevada	Kosoy et al., 2003
Tamias minimus	Bartonella sp.	Vya Station, Washoe County, Nevada	Kosoy et al., 2003
Tamias minimus	Bartonella sp.	Vya Station, Washoe County, Nevada	Kosoy et al., 2003
Tamias minimus	Bartonella sp.	Virginia City Highlands, Storey County, Nevada	Kosoy et al., 2003
Tamias minimus	Cuterebra sp.	Roosevelt National Forest	Bergstrom 1992
Tamias obscurus	Eimeria vilasi	Baja California Norte	Seville & Patrick, 2001
Tamias obscurus	Eimeria beecheyi	NORTH AMERICA and KASACHSTAN	Wilber et al., 1998
Tamias obscurus	Eimeria lateralis	NORTH AMERICA and ASIA	Wilber et al., 1998
Tamias obscurus	Eimeria tamiasciuri	NORTH AMERICA	Wilber et al., 1998
Tamias obscurus	Eimeria vilasi	NORTH AMERICA	Wilber et al., 1998
Tamias quadrivittatus	Warrenius quadrivittati	Not reported	Patrick & Wilson, 1995
Tamias quadrivittatus	Borrelia bissettii	Canon City	DeNatale et al., 2002
Tamias quadrivittatus	Anaplasma phagocytophilum	Canon City	DeNatale et al., 2002
Tamias quadrivittatus	Cuterebra fontinella	Roosevelt National Forest	Bergstrom 1992
Tamias sibiricus	Eimeria beecheyi	Not reported	Wilber et al., 1998
Tamias sibiricus	Toxoplasma gondii	Not reported	Bangari et al., 2007 
Tamias sibiricus	Brevistriata bergerardi	Otaru, Hokkaido	Asakawa & Ohbayashi, 1986
Tamias sibiricus	Enderleinellus tamiasis	NORTH AMERICA	Jameson, Jr. 1999
Tamias sibiricus	Orthohepadnavirus sp.	Kyunggido and Kangwondo provinces	Yoo & Kim, 1987
Tamias sp.	Lyssavirus sp.	UNITED STATES	Childs et al., 1997
Tamias sp.	Moniliformis moniliformis	Nye, Esmeralda, Lincoln, and Clark Counties, Nevada	Archie et al., 1988
Tamias sp.	Ochlerotatus triseriatus	Iowa County, Wisconsin	Burkot & Defoliart 1982
Tamias sp.	Borrelia hermsii	Eagle Lake, California	Cleary&Theis 1999
Tamias sp.	Borrelia hermsii	Eagle Lake, California	Cleary&Theis 1999
Tamias sp.	Borrelia hermsii	Eagle Lake, California	Cleary&Theis 1999
Tamias sp.	Borrelia hermsii	Eagle Lake, California	Cleary&Theis 1999
Tamias striatus	Ixodes scapularis	Castle Rock State Park2, Illinois	Slajchert et al., 1997
Tamias striatus	Borrelia burgdorferi	Castle Rock State Park2, Illinois	Slajchert et al., 1997
Tamias striatus	Borrelia burgdorferi	Big Thompson Canyon and Cherokee Park	Ubico et al., 1996
Tamias striatus	Ixodes scapularis	Big Thompson Canyon and Cherokee Park	Ubico et al., 1996
Tamias striatus	Ixodes scapularis	Not reported	Bey et al., 1995
Tamias striatus	Hoplopleura erratica	Tishomingo County, Mississippi	Goddard et al., 1986
Tamias striatus	Orchopeas howardii	Tishomingo County, Mississippi	Goddard et al., 1986
Tamias striatus	Cuterebra sp.	Tishomingo County, Mississippi	Goddard et al., 1986
Tamias striatus	Dermacentor variabilis	Tishomingo County, Mississippi	Goddard et al., 1986
Tamias striatus	Dermacarus hylandi	Tishomingo County, Mississippi	Goddard et al., 1986
Tamias striatus	Chortoglyphus sciuricola	Tishomingo County, Mississippi	Goddard et al., 1986
Tamias striatus	Androlaelaps fahrenholzi	Tishomingo County, Mississippi	Goddard et al., 1986
Tamias striatus	Euschoengastia peromysci	Tishomingo County, Mississippi	Goddard et al., 1986
Tamias striatus	Comatacarus americana	Tishomingo County, Mississippi	Goddard et al., 1986
Tamias striatus	Parasecia sp.	Tishomingo County, Mississippi	Goddard et al., 1986
Tamias striatus	Hoplopleura erratica	11km southwest of Nashville, Davidson County, Tennessee	Durden, 1987a
Tamias striatus	Tamiophila grandis	19km outside Sherbrooke, Quebec	Robert & Bergeron, 1977
Tamias striatus	Ctenophthalmus pseudagyrtes	19km outside Sherbrooke, Quebec	Robert & Bergeron, 1977
Tamias striatus	Megabothris acerbus	19km outside Sherbrooke, Quebec	Robert & Bergeron, 1977
Tamias striatus	Megabothris acerbus	Wisconsin	Amin & Wagner, 1983
Tamias striatus	Staphylococcus sciuri	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamias striatus	Staphylococcus xylosus	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamias striatus	Staphylococcus cohnii	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamias striatus	Staphylococcus lentus	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamias striatus	Staphylococcus saprophyticus	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamias striatus	Micrococcus luteus	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamias striatus	Kocuria varians	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamias striatus	Micrococcus lylae	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamias striatus	Kocuria kristinae	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamias striatus	Kytococcus sedentarius	Saint Mary's College, Saint Joseph County, Indiana	Billings & Eberly, 1986
Tamias striatus	Ixodes scapularis	Wisconsin	Godsey, Jr. et al., 1987
Tamias striatus	Ixodes scapularis	Wisconsin	Godsey, Jr. et al., 1987
Tamias striatus	Borrelia burgdorferi	Spooner, Washburn County, Wisconsin	Godsey, Jr. et al., 1987
Tamias striatus	Borrelia burgdorferi	Wisconsin	Godsey, Jr. et al., 1987
Tamias striatus	Borrelia burgdorferi	Kettle Moraine State Forest, Fond du Lac and Sheboygan Counties, Wisconsin	Godsey, Jr. et al., 1987
Tamias striatus	Ixodes scapularis	Millbrook, New York	Anderson & Magnarelli, 1987
Tamias striatus	Hoplopleura erratica	11km southwest of Nashville, Davidson County, Tennessee	Durden, 1987b
Tamias striatus	Ctenophthalmus pseudagyrtes	11km southwest of Nashville, Davidson County, Tennessee	Durden, 1987b
Tamias striatus	Eutrichota finitima	11km southwest of Nashville, Davidson County, Tennessee	Durden, 1987b
Tamias striatus	Balaustium sp.	11km southwest of Nashville, Davidson County, Tennessee	Durden, 1987b
Tamias striatus	Androlaelaps casalis	11km southwest of Nashville, Davidson County, Tennessee	Durden, 1987b
Tamias striatus	Haemogamasus pontiger	11km southwest of Nashville, Davidson County, Tennessee	Durden, 1987b
Tamias striatus	Eulaelaps stabularis	11km southwest of Nashville, Davidson County, Tennessee	Durden, 1987b
Tamias striatus	Dermacarus hylandi	11km southwest of Nashville, Davidson County, Tennessee	Durden, 1987b
Tamias striatus	Chortoglyphus sciuricola	11km southwest of Nashville, Davidson County, Tennessee	Durden, 1987b
Tamias striatus	Eutrombicula alfreddugesi	11km southwest of Nashville, Davidson County, Tennessee	Durden, 1987b
Tamias striatus	Ixodes scapularis	Great Island, Massachusetts	Mather et al., 1989
Tamias striatus	Ixodes scapularis	Cranes Beach, Massachusetts	Mather et al., 1989
Tamias striatus	Orthobunyavirus sp.	Not reported	Cully, Jr. et al., 1991a
Tamias striatus	Ochlerotatus triseriatus	Indiana	Cully, Jr. et al., 1991a
Tamias striatus	Ixodes scapularis	Not reported	Callister et al., 1991
Tamias striatus	Borrelia burgdorferi	Not reported	Callister et al., 1991
Tamias striatus	Borrelia burgdorferi	Wisconsin	Callister et al., 1991
Tamias striatus	Orthobunyavirus sp.	Near New Alsace, Dearborn County, Indiana	Cully, Jr. et al., 1991b
Tamias striatus	Orthobunyavirus sp.	Near New Alsace, Dearborn County, Indiana	Cully, Jr. et al., 1991b
Tamias striatus	Orthobunyavirus sp.	Near New Alsace, Dearborn County, Indiana	Cully, Jr. et al., 1991b
Tamias striatus	Orthobunyavirus sp.	Festge Park, Madison, Wisconsin	Cully, Jr. et al., 1991b
Tamias striatus	Ctenophthalmus pseudagyrtes	South Fox Island, Lake Michigan	Scharf, 1991
Tamias striatus	Megabothris acerbus	South Fox Island, Lake Michigan	Scharf, 1991
Tamias striatus	Tamiophila grandis	South Fox Island, Lake Michigan	Scharf, 1991
Tamias striatus	Strongyloides robustus	Indiana County, Pennsylvania	Patrick, 1991a
Tamias striatus	Rictularia halli	Indiana County, Pennsylvania	Patrick, 1991a
Tamias striatus	Borrelia burgdorferi	Not reported	Mannelli et al., 1993
Tamias striatus	Ixodes scapularis	Wisconsin	Mannelli et al., 1993
Tamias striatus	Ixodes scapularis	Castle Rock State Park, Illinois	Mannelli et al., 1993
Tamias striatus	Hoplopleura erratica	UNITED STATES	Durden et al., 1997
Tamias striatus	Hoplopleura erratica	Davidson County, Tennessee	Durden et al., 1997
Tamias striatus	Hoplopleura erratica	Montgomery County, Tennessee	Durden et al., 1997
Tamias striatus	Hoplopleura erratica	Tennessee	Durden et al., 1997
Tamias striatus	Ctenophthalmus pseudagyrtes	Davidson County, Tennessee	Durden & Kollars, Jr., 1997
Tamias striatus	Epitedia wenmanni	Davidson County, Tennessee	Durden & Kollars, Jr., 1997
Tamias striatus	Ctenophthalmus pseudagyrtes	Tennessee	Durden & Kollars, Jr., 1997
Tamias striatus	Epitedia wenmanni	Tennessee	Durden & Kollars, Jr., 1997
Tamias striatus	Ixodes scapularis	Not reported	Qiu et al., 1997
Tamias striatus	Ixodes scapularis	Van Cortlandt Park, New York City, New York	Daniels et al., 1997
Tamias striatus	Anaplasma phagocytophilum	Minneapolis-St. Paul, Minnesota	Walls et al., 1997
