HostCorrectedName	ParasiteCorrectedName	LocationName	LongitudeDecimal	LatitudeDecimal	Accuracy	Extent_km2	ParasiteType	CloseT	Sexual	Vertical	Nonclose	Vector	Intermediate
Cynomys leucurus	Oropsylla tuberculata	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Cynomys leucurus	Oropsylla tuberculata	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Spermophilus armatus	Oropsylla tuberculata	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Cynomys gunnisoni	Oropsylla tuberculata	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys leucurus	Oropsylla tuberculata	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys ludovicianus	Oropsylla tuberculata	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Sciurus griseus	Opisodasys enoplus	San Bernardino County, California	-117.29	34.1083	2	4							
Tamias amoenus	Opisodasys keeni	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Tamias senex	Opisodasys keeni	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Spermophilus lateralis	Opisodasys keeni	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Tamiasciurus hudsonicus	Opisodasys pseudarctomys	19km outside Sherbrooke, Quebec	-71.8824	45.401	3	2							
Glaucomys volans	Opisodasys pseudarctomys	UNITED STATES	-95.7129	37.0902	2	4							
Glaucomys volans	Opisodasys pseudarctomys	Dickinson County, approx. 13km east of Sagola, Michigan	-87.9086	46.0828	3	2							
Glaucomys sp.	Opisodasys pseudarctomys	Tennessee	-86.5805	35.5175	2	4							
Sciurus aberti	Opisodasys robustus	New Mexico, Sandoval Co + Socorro Co	-106.724	34.7519	3	4							
Tamiasciurus hudsonicus	Opisodasys robustus	New Mexico, Catron Co + Taos Co	-106.158	35.1773	3	4							
Sciurus aberti	Opisodasys robustus	New Mexico	-105.87	34.5199	2	4							
Tamiasciurus hudsonicus	Orchopeas caedens	19km outside Sherbrooke, Quebec	-71.8824	45.401	3	2							
Glaucomys sabrinus	Orchopeas caedens	19km outside Sherbrooke, Quebec	-71.8824	45.401	3	2							
Tamiasciurus hudsonicus	Orchopeas caedens	19km outside Sherbrooke, Quebec	-71.8824	45.401	3	2							
Tamiasciurus hudsonicus	Orchopeas caedens	4,8km south of Delta Junction, Alaska	-145.731	63.9946	2	2							
Tamiasciurus hudsonicus	Orchopeas caedens	29km east of Bear Cove, Homer, Kenai Peninsula, Alaska	-151.546	59.7387	2	2							
Glaucomys volans	Orchopeas caedens	Dickinson County, approx. 13km east of Sagola, Michigan	-87.9086	46.0828	3	2							
Sciurus aberti	Orchopeas caedens	New Mexico, Catron Co + Socorro Co	-107.545	34.0183	3	4							
Tamiasciurus hudsonicus	Orchopeas caedens	New Mexico, Catron Co	-108.428	34.1515	2	3							
Sciurus aberti	Orchopeas caedens	New Mexico	-105.87	34.5199	2	4							
Sciurus griseus	Orchopeas dieteri	Los Angeles County, California	-118.112	34.3872	2	3							
Sciurus griseus	Orchopeas dieteri	Riverside County, California	-117.401	33.9533	2	3							
Tamias striatus	Orchopeas howardii	Tishomingo County, Mississippi	-88.2392	34.7403	2	2							
Sciurus carolinensis	Orchopeas howardii	Wisconsin	-88.7879	43.7844	2	4							
Glaucomys volans	Orchopeas howardii	UNITED STATES	-95.7129	37.0902	2	4							
Tamiasciurus hudsonicus	Orchopeas howardii	Ohio	-83	40.2503	2	4							
Glaucomys volans	Orchopeas howardii	Tennessee	-86.5805	35.5175	2	4							
Sciurus carolinensis	Orchopeas howardii	Shelby County, Tennessee	-89.8956	35.1839	2	2							
Sciurus niger	Orchopeas howardii	Tennessee	-86.5805	35.5175	2	4							
Sciurus niger	Orchopeas howardii	Not reported											
Sciurus griseus	Orchopeas howardii	San Mateo County, California	-122.401	37.4337	2	4							
Glaucomys volans	Orchopeas howardii	UNITED STATES	-95.7129	37.0902	2	4							
Glaucomys volans	Orchopeas howardii	Fort Stewart Military Reservation, Georgia	-81	32	1	2							
Sciurus carolinensis	Orchopeas howardii	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Tamias striatus	Orchopeas howardii	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Sciurus niger	Orchopeas howardii	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Sciurus carolinensis	Orchopeas howardii	Indiana County, Pennsylvania	-79.1097	40.6851	2	2							
Sciurus niger	Orchopeas howardii	Iowa	-93.0977	41.878	2	4							
Sciurus vulgaris	Orchopeas howardii	New York	-74.0058	40.7142	2	2							
Sciurus carolinensis	Orchopeas howardii	North Carolina	-80.0003	35.5006	2	4							
Sciurus carolinensis	Orchopeas howardii	New York	-74.0058	40.7142	2	2							
Sciurus carolinensis	Orchopeas howardii	Indiana County, Pennsylvania	-79.1097	40.6851	2	2							
Sciurus griseus	Orchopeas latens	Santa Cruz County, California	-121.861	36.9307	2	4							
Spermophilus beecheyi	Orchopeas latens	San Diego County, California	-116.77	33.0281	2	4							
Sciurus griseus	Orchopeas latens	Monterey County, California	-121.354	36.3136	2	4							
Sciurus griseus	Orchopeas latens	San Mateo County, California	-122.401	37.4337	2	4							
Sciurus griseus	Orchopeas latens	San Mateo County, California	-122.401	37.4337	2	4							
Sciurus griseus	Orchopeas latens	Santa Cruz County, California	-121.861	36.9307	2	4							
Sciurus griseus	Orchopeas latens	Butte County, California	-121.601	39.6667	2	3							
Sciurus griseus	Orchopeas latens	Riverside County, California	-117.401	33.9533	2	3							
Tamiasciurus hudsonicus	Orchopeas leucopus	New Mexico, Sandoval Co	-106.723	35.6021	2	3							
Sciurus carolinensis	Orchopeas leucopus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Tamias striatus	Orchopeas leucopus	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Sciurus aberti	Orchopeas neotomae	New Mexico, Sandoval Co + Socorro Co	-106.724	34.7519	3	4							
Tamiasciurus hudsonicus	Orchopeas neotomae	New Mexico, Sandoval Co	-106.723	35.6021	2	3							
Sciurus griseus	Orchopeas nepos	Washington	-77.0367	38.895	3	2							
Tamiasciurus douglasii	Orchopeas nepos	CANADA	-113.643	60.1086	2	4							
Tamiasciurus douglasii	Orchopeas nepos	Washington	-77.0367	38.895	3	2							
Glaucomys sabrinus	Orchopeas nepos	Oregon	-120.554	43.8041	2	4							
Spermophilus beldingi	Orchopeas nepos	Oregon	-120.554	43.8041	2	4							
Spermophilus lateralis	Orchopeas nepos	Nevada	-116.419	38.8026	3	4							
Spermophilus beecheyi	Orchopeas nepos	Nevada	-116.419	38.8026	3	4							
Sciurus griseus	Orchopeas nepos	California	-119.418	36.7779	2	4							
Sciurus griseus	Orchopeas nepos	California	-119.418	36.7779	2	4							
Spermophilus lateralis	Orchopeas nepos	Washoe County, Nevada	-119.664	40.6653	2	3							
Spermophilus beecheyi	Orchopeas nepos	Washoe County, Nevada	-119.664	40.6653	2	3							
Tamiasciurus douglasii	Orchopeas nepos	Sierra Nevada of California	-118.3	36.5833									
Tamiasciurus douglasii	Orchopeas nepos	Oregon	-120.554	43.8041	2	4							
Sciurus griseus	Orchopeas nepos	Oregon	-120.554	43.8041	2	4							
Sciurus griseus	Orchopeas nepos	California	-119.418	36.7779	2	4							
Sciurus griseus	Orchopeas nepos	Mendocino County, California	-123.431	39.4336	2	2							
Sciurus griseus	Orchopeas nepos	Napa County, California	-122.285	38.2969	2	2							
Sciurus griseus	Orchopeas nepos	San Luis Obispo County	-120.452	35.3872	2	3							
Sciurus griseus	Orchopeas nepos	Siskiyou County, California	-122.54	41.5925	2	4							
Sciurus griseus	Orchopeas nepos	Butte County, California	-121.601	39.6667	2	3							
Sciurus griseus	Orchopeas nepos	Calaveras County, California	-120.554	38.2044	2	2							
Spermophilus pygmaeus	Oribella pectinata	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Spermophilus parryii	Oropsylla alaskensis	Utokok River, Driftwood Camp, Alaska	-161	69	1	1							
Spermophilus parryii	Oropsylla alaskensis	Utokok River, Driftwood Camp, Alaska	-161	69	1	1							
Marmota monax	Oropsylla arctomys	Wisconsin, Indiana  and Iowa	-89.392	42.0003	4	4							
Marmota monax	Oropsylla arctomys	UNITED STATES	-95.7129	37.0902	2	4							
Marmota monax	Oropsylla arctomys	Tompkins County, Finger Lakes Region, New York	-76.4736	42.4519	2	2							
Marmota monax	Oropsylla arctomys	Salcha River, 80km upstream from Tanana River, Alaska	-145.942	64.6219	2	2							
Marmota monax	Oropsylla arctomys	Pennsylvania	-77.1945	41.2033	2	4							
Marmota monax	Oropsylla arctomys	Guelph, Ontario	-80.2482	43.5448	2	2							
Marmota monax	Oropsylla arctomys	Guelph, Ontario	-80.2482	43.5448	2	2							
Marmota monax	Oropsylla arctomys	Kenosha County, Wisconsin, north of Pike River, south of Country Road A	-87.8611	42.6617	1	2							
Cynomys gunnisoni	Oropsylla hirsuta	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys leucurus	Oropsylla hirsuta	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys ludovicianus	Oropsylla hirsuta	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys leucurus	Oropsylla idahoensis	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Cynomys leucurus	Oropsylla idahoensis	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Cynomys leucurus	Oropsylla idahoensis	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Spermophilus armatus	Oropsylla idahoensis	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Spermophilus parryii	Oropsylla idahoensis	3.7km northwest of Matanuska Glacier, Alaska	-147.812	61.8003	2	2							
Tamias amoenus	Oropsylla idahoensis	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Spermophilus lateralis	Oropsylla idahoensis	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Tamiasciurus hudsonicus	Oropsylla idahoensis	New Mexico, Catron Co	-108.428	34.1515	2	3							
Cynomys gunnisoni	Oropsylla idahoensis	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys leucurus	Oropsylla idahoensis	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys leucurus	Thrassis pandorae	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Spermophilus armatus	Thrassis pandorae	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Cynomys leucurus	Thrassis pandorae	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Tamias striatus	Orthobunyavirus sp.	Not reported					Virus	0	0	0	0	1	0
Tamias striatus	Orthobunyavirus sp.	Near New Alsace, Dearborn County, Indiana	-85.0028	39.2339	3	2	Virus	0	0	0	0	1	0
Tamias striatus	Orthobunyavirus sp.	Near New Alsace, Dearborn County, Indiana	-85.0028	39.2339	3	2	Virus	0	0	0	0	1	0
Tamias striatus	Orthobunyavirus sp.	Festge Park, Madison, Wisconsin	-89.6841	43.1218	2	2	Virus	0	0	0	0	1	0
Tamias striatus	Orthobunyavirus sp.	Not reported					Virus	0	0	0	0	1	0
Sciurus carolinensis	Orthobunyavirus sp.	Not reported					Virus	0	0	0	0	1	0
Marmota monax	Orthohepadnavirus sp.	Not reported					Virus	1	1	0	1	0	0
Marmota monax	Orthohepadnavirus sp.	Not reported					Virus	1	1	0	1	0	0
Spermophilus beecheyi	Orthohepadnavirus sp.	Not reported					Virus	1	1	0	1	0	0
Marmota monax	Orthohepadnavirus sp.	Not reported					Virus	1	1	0	1	0	0
Spermophilus beecheyi	Orthohepadnavirus sp.	California	-119.418	36.7779	2	4	Virus	1	1	0	1	0	0
Marmota monax	Orthohepadnavirus sp.	Not reported					Virus	1	1	0	1	0	0
Marmota monax	Orthohepadnavirus sp.	Not reported					Virus	1	1	0	1	0	0
Spermophilus beecheyi	Orthohepadnavirus sp.	Not reported					Virus	1	1	0	1	0	0
Spermophilus beecheyi	Orthohepadnavirus sp.	North California	-121.904	39.8592	2	4	Virus	1	1	0	1	0	0
Marmota monax	Orthohepadnavirus sp.	Not reported					Virus	1	1	0	1	0	0
Tamias sibiricus	Orthohepadnavirus sp.	Kyunggido and Kangwondo provinces	127.539	38.1406	4	4	Virus	1	1	0	1	0	0
Funambulus palmarum	Orthohepadnavirus sp.	Around Lucknow	80.9231	26.8392	3	2	Virus	1	1	0	1	0	0
Marmota monax	Orthohepadnavirus sp.	Southeastern Pennsylvania	-76.4387	40.2768	4	4	Virus	1	1	0	1	0	0
Marmota monax	Orthohepadnavirus sp.	New Jersey	-74.4057	40.0583	2	3	Virus	1	1	0	1	0	0
Marmota monax	Orthohepadnavirus sp.	Maryland	-76.7497	39.0003	2	4	Virus	1	1	0	1	0	0
Funisciurus anerythrus	Orthopoxvirus sp.	AFRICA	17.5814	13.2347	2	4		1	0	0	0	0	0
Funisciurus anerythrus	Orthopoxvirus sp.	Not reported						1	0	0	0	0	0
Heliosciurus rufobrachium	Orthopoxvirus sp.	Not reported						1	0	0	0	0	0
Funisciurus anerythrus	Orthopoxvirus sp.	Not reported						1	0	0	0	0	0
Heliosciurus rufobrachium	Orthopoxvirus sp.	Not reported						1	0	0	0	0	0
Spermophilus fulvus	Orthopoxvirus sp.	TURKMENISTAN	60	40	2	4		1	0	0	0	0	0
Funambulus palmarum	Oxynema indica	Lucknow	80.9231	26.8392	2	2							
Spermophilus pygmaeus	Pachylaelaps sp.	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Funambulus pennantii	Subulura funambuli	Lucknow	80.9231	26.8392	2	2							
Funambulus pennantii	Subulura gubernaculi	Jodhpur	73.0243	26.239	2	2							
Funambulus pennantii	Subulura gubernaculi	Jodhpur	73.0243	26.239	2	2							
Spermophilus undulatus	Anoplocephaloides dentata	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4							
Spermophilus undulatus	Paranoplocephala transversaria	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Paranoplocephala transversaria	Tuva	95.6262	51.8872	4	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Paranoplocephala transversaria	Borgoyskaya Steppe	112.406	54.8331	2	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Paranoplocephala transversaria	Buryatia	109	53	2	4	Helminth	0	0	0	0	0	1
Sciurus vulgaris	Parapoxvirus sp.	East Anglia	1.25	52.5	2	4			1		1	1	
Sciurus vulgaris	Parapoxvirus sp.	Cumbria	-2.83333	54.5833	2	3			1		1	1	
Sciurus vulgaris	Parapoxvirus sp.	Northumberland	-2	55.25	2	3			1		1	1	
Sciurus vulgaris	Parapoxvirus sp.	UNITED KINGDOM	-2.69528	54.7583	2	4			1		1	1	
Sciurus carolinensis	Parapoxvirus sp.	Hampshire	-1.21684	51.0895	2	3			1		1	1	
Sciurus vulgaris	Parapoxvirus sp.	Cumbria	-2.83333	54.5833	2	3			1		1	1	
Sciurus vulgaris	Parapoxvirus sp.	Northumberland	-2	55.25	2	3			1		1	1	
Sciurus vulgaris	Parapoxvirus sp.	Lancashire	-2.5	53.8333	2	3			1		1	1	
Sciurus vulgaris	Parapoxvirus sp.	Thetford Chase	0.75	52.4167	3	3			1		1	1	
Tamias striatus	Parasecia sp.	Tishomingo County, Mississippi	-88.2392	34.7403	2	2							
Spermophilus musicus	Parasitus oudemansi	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Spermophilus pygmaeus	Parasitus oudemansi	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Spermophilus musicus	Parasitus remberti	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Spermophilus pygmaeus	Parasitus remberti	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Marmota monax	Passalurus ambiguus	New York	-74.0058	40.7142	2	2							
Sciurus vulgaris	Pasteurella multocida	SWEDEN	15	62	2	4	Bacteria	1	0	0	1	0	
Spermophilus lateralis	Peromyscopsylla hesperomys	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Tamias amoenus	Peromyscopsylla sp.	Bend, Deschutes County, Oregon	-121.227	44.1466	2	2							
Spermophilus undulatus	Physaloptera citelli	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4							
Funambulus pennantii	Physaloptera funambuli	Jodhpur	73.0243	26.239	2	2							
Funambulus pennantii	Physaloptera funambuli	Jodhpur	73.0243	26.239	2	2							
Spermophilus undulatus	Physaloptera massino	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Physaloptera massino	Tuva	95.6262	51.8872	4	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Physaloptera massino	Buryatia	109	53	2	4	Helminth	0	0	0	0	0	1
Cynomys leucurus	Physaloptera sp.	Meeteetse, Park County, Wyoming1	-109.083	44.1283	1	2	Helminth	0	0	0	0	0	1
Cynomys leucurus	Physaloptera sp.	Meeteetse, Park County, Wyoming1	-109.083	44.1283	1	2	Helminth	0	0	0	0	0	1
Marmota monax	Physaloptera sp.	Ontario	-85.3228	51.2536	2	4	Helminth	0	0	0	0	0	1
Spermophilus armatus	Pleochaetis exilis	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Spermophilus musicus	Proctolaelaps pygmaeus	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Spermophilus pygmaeus	Proctolaelaps pygmaeus	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Tamias amoenus	Proctolaelaps sp.	Oregon, Union County	-118.009	45.3103	2	2							
Rhinosciurus laticaudatus	Protospirura sp.	Ulu Endau, Johore	103.368	2.5386	2	2							
Spermophilus undulatus	Protospirura suslica	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4							
Spermophilus pygmaeus	Prozercon sp.	Mountain plateau Bichesyn, near Elbrus, Karbada-Balkar	42.6442	43.2575	3	2							
Glaucomys volans	Psorergates glaucomys	UNITED STATES	-95.7129	37.0902	2	4	Arthropod	1	0	0		0	0
Sciurus vulgaris	Pterothominx sadovskoi	Brest and Gomel regions	27.453	52.348	4	4							
Tamias palmeri	Pterygodermatites coloradensis	Mount Charleston area, Lincoln county, Nevada	-115.643	36.2572	2	2		0	0	0	0	0	1
Tamias quadrivittatus	Pterygodermatites coloradensis	UNITED STATES	-95.7129	37.0902	2	4		0	0	0	0	0	1
Cynomys leucurus	Pulex irritans	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2	Arthropod	1	0	0	1	0	0
Cynomys gunnisoni	Pulex sp.	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2	Arthropod	1	0	0	1	0	0
Cynomys leucurus	Pulex sp.	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2	Arthropod	1	0	0	1	0	0
Cynomys ludovicianus	Pulex sp.	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2	Arthropod	1	0	0	1	0	0
Marmota monax	Quinqueserialis hassalli	Wisconsin	-88.7879	43.7844	2	4							
Cynomys leucurus	Rhadinopsylla fraterna	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Cynomys leucurus	Rhadinopsylla fraterna	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Spermophilus armatus	Rhadinopsylla fraterna	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Spermophilus armatus	Rhadinopsylla fraterna	Meeteetse, Park County, Wyoming2	-109.08	44.1833	2	2							
Cynomys leucurus	Rhadinopsylla fraterna	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Spermophilus armatus	Rhadinopsylla fraterna	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Cynomys gunnisoni	Rhadinopsylla fraterna	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys leucurus	Rhadinopsylla fraterna	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys leucurus	Rhadinopsylla sectilis	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Spermophilus armatus	Rhadinopsylla sectilis	Meeteetse, Park County, Wyoming3	-109.323	44.0361	2	2							
Cynomys gunnisoni	Rhadinopsylla sectilis	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Cynomys leucurus	Rhadinopsylla sectilis	Moreno Valley of north-central New Mexico	-105.272	36.5336	2	2							
Glaucomys volans	Rickettsia prowazekii	Florida	-82.5	28.7503	2	4	Bacteria	0	0	0	0	1	0
Glaucomys volans	Rickettsia prowazekii	Florida	-82.5	28.7503	2	4	Bacteria	0	0	0	0	1	0
Glaucomys volans	Rickettsia prowazekii	Eastern United States	-111.7	41.5	4	4	Bacteria	0	0	0	0	1	0
Glaucomys volans	Rickettsia prowazekii	Virginia	-80.5	38.5003	2	4	Bacteria	0	0	0	0	1	0
Glaucomys volans	Rickettsia prowazekii	Virginia	-80.5	38.5003	2	4	Bacteria	0	0	0	0	1	0
Sciurus vulgaris	Rickettsia typhi	EUROPE	16.5	51	4	4	Bacteria	0	0	0	0	1	0
Tamias striatus	Rictularia halli	Indiana County, Pennsylvania	-79.1097	40.6851	2	2							
Tamias striatus	Rictularia halli	Adrian, Armstrong County, Pennsylvania	-79.5378	40.8847	2	2							
Tamias striatus	Rictularia halli	Cowansville, Armstrong County, Pennsylvania	-79.5883	40.8878	2	2							
Funambulus pennantii	Rictularia incognita	Jodhpur	73.0243	26.239	2	2		0	0	0	0	0	1
Funambulus pennantii	Rictularia incognita	Jodhpur	73.0243	26.239	2	2		0	0	0	0	0	1
Sciurus vulgaris	Rubenstrema exasperatum	Brest and Gomel regions	27.453	52.348	4	4		0	0	0	0	0	1
Cynomys leucurus	Sarcocystis sp.	Meeteetse, Park County, Wyoming1	-109.083	44.1283	1	2							
Dremomys pernyi	Spuropsylla monoseta	Western Yunnan	100.499	25.006	2	4							
Tamiasciurus hudsonicus	Staphylococcus cohnii	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2				1		0	0
Tamias striatus	Staphylococcus cohnii	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2				1		0	0
Tamiasciurus hudsonicus	Staphylococcus saprophyticus	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2							
Tamiasciurus hudsonicus	Staphylococcus sciuri	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2							
Tamias striatus	Staphylococcus sciuri	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2							
Tamiasciurus hudsonicus	Staphylococcus xylosus	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2							
Tamias striatus	Staphylococcus xylosus	Saint Mary's College, Saint Joseph County, Indiana	-86.2581	41.7083	2	2							
Spermophilus undulatus	Streptopharagus kutassi	Baikal Lake Basin, Buryatskaya	109.04	53.38	3	4	Helminth	0	0	0	0	0	1
Spermophilus undulatus	Streptopharagus kutassi	Borgoyskaya Steppe	112.406	54.8331	2	4	Helminth	0	0	0	0	0	1
Spermophilus fulvus	Streptopharagus kutassi	IRAN	53.688	32.4279	2	4	Helminth	0	0	0	0	0	1
Sciurus carolinensis	Strongyloides papillosus	Tennessee	-86.5805	35.5175	2	4							
Sciurus niger	Strongyloides robustus	Texas	-99.2505	31.2503	2	4		0	0	0	1	0	0
Sciurus carolinensis	Strongyloides robustus	Texas	-99.2505	31.2503	2	4		0	0	0	1	0	0
Sciurus niger	Strongyloides robustus	Dorchester County, Maryland	-76.0603	38.4262	2	2		0	0	0	1	0	0
Sciurus niger	Strongyloides robustus	UNITED STATES	-95.7129	37.0902	2	4		0	0	0	1	0	0
Sciurus carolinensis	Strongyloides robustus	UNITED STATES	-95.7129	37.0902	2	4		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	UNITED STATES	-95.7129	37.0902	2	4		0	0	0	1	0	0
Sciurus carolinensis	Strongyloides robustus	Kansas	-98.5006	38.5003	2	4		0	0	0	1	0	0
Sciurus niger	Strongyloides robustus	Kansas	-98.5006	38.5003	2	4		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	Garrett County, Maryland	-79.2739	39.5286	2	3		0	0	0	1	0	0
Sciurus carolinensis	Strongyloides robustus	Tennessee	-86.5805	35.5175	2	4		0	0	0	1	0	0
Sciurus carolinensis	Strongyloides robustus	Florida	-82.5	28.7503	2	4		0	0	0	1	0	0
Glaucomys sabrinus	Strongyloides robustus	Connecticut	-27.6664	41.6669	2	3		0	0	0	1	0	0
Glaucomys volans	Strongyloides robustus	Connecticut	-27.6664	41.6669	2	3		0	0	0	1	0	0
Sciurus carolinensis	Strongyloides robustus	Connecticut	-27.6664	41.6669	2	3		0	0	0	1	0	0
Sciurus carolinensis	Strongyloides robustus	UNITED STATES	-95.7129	37.0902	2	4		0	0	0	1	0	0
Spermophilus richardsonii	Strongyloides robustus	Saskatchewan	-106.451	52.9399	2	4		0	0	0	1	0	0
Spermophilus tridecemlineatus	Strongyloides robustus	Saskatchewan	-106.451	52.9399	2	4		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	Saskatchewan	-106.451	52.9399	2	4		0	0	0	1	0	0
Sciurus carolinensis	Strongyloides robustus	Georgia	-83.5	32.7503	2	4		0	0	0	1	0	0
Glaucomys volans	Strongyloides robustus	Indiana County, Pennsylvania	-79.1097	40.6851	2	2		0	0	0	1	0	0
Sciurus carolinensis	Strongyloides robustus	Indiana County, Pennsylvania	-79.1097	40.6851	2	2		0	0	0	1	0	0
Tamias striatus	Strongyloides robustus	Indiana County, Pennsylvania	-79.1097	40.6851	2	2		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	Indiana County, Pennsylvania	-79.1097	40.6851	2	2		0	0	0	1	0	0
Glaucomys volans	Strongyloides robustus	Not reported						0	0	0	1	0	0
Glaucomys sabrinus	Strongyloides robustus	Not reported						0	0	0	1	0	0
Glaucomys sabrinus	Strongyloides robustus	Not reported						0	0	0	1	0	0
Glaucomys volans	Strongyloides robustus	Not reported						0	0	0	1	0	0
Tamias striatus	Strongyloides robustus	Cowansville, Armstrong County, Pennsylvania	-79.5883	40.8878	2	2		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	NORTH AMERICA	-105.255	54.526	2	4		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	Cape Breton Island, Nova Scotia	-60.1833	46.15	1	3		0	0	0	1	0	0
Sciurus niger	Strongyloides robustus	Texas	-99.2505	31.2503	2	4		0	0	0	1	0	0
Sciurus carolinensis	Strongyloides robustus	UNITED STATES	-95.7129	37.0902	2	4		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	Michigan	-85.5003	44.2503	2	4		0	0	0	1	0	0
Glaucomys sabrinus	Strongyloides robustus	Connecticut	-27.6664	41.6669	2	3		0	0	0	1	0	0
Glaucomys volans	Strongyloides robustus	Connecticut	-27.6664	41.6669	2	3		0	0	0	1	0	0
Tamias striatus	Strongyloides robustus	Pennsylvania	-77.1945	41.2033	2	4		0	0	0	1	0	0
Tamiasciurus hudsonicus	Strongyloides robustus	Saskatchewan	-106.451	52.9399	2	4		0	0	0	1	0	0
